GeneSymbol,GeneID,DiseaseName,DiseaseID,DirectEvidence,InferenceChemicalName,InferenceScore,OmimIDs,PubMedIDs
A3GALT2,127550,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.2,,21296072
AAAS,8086,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.8,,21296072
AAR2,25980,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.17,,21296072
AARS1,16,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.59,,21296072
AASS,10157,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.69,,21296072
ABCA1,19,Pulmonary edema of mountaineers,MESH:C535833,,Acetazolamide,4.56,,32226695
ABCA4,24,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.97,,21296072
ABCA7,10347,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.93,,21296072
ABCA8,10351,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.91,,21296072
ABCA8A,217258,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.79,,21296072
ABCB1,5243,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,2.75,,21296072
ABCB10,23456,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.97,,21296072
ABCB1A,18671,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.25,,21296072
ABCB6,10058,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.61,,21296072
ABCC1,4363,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.03,,21296072
ABCC3,8714,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.05,,21296072
ABCC4,10257,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.16,,21296072
ABCF1,23,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.66,,21296072
ABCF2,10061,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.84,,21296072
ABCG2,9429,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3,,21296072
ABCG3L1,289453,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.7,,21296072
ABCG3L4,360997,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.8,,21296072
ABCG5,64240,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.38,,21296072
ABCG8,64241,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.54,,21296072
ABHD10,55347,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.99,,21296072
ABHD11,83451,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.83,,21296072
ABHD17B,51104,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.06,,21296072
ABHD2,11057,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.62,,21296072
ABHD3,171586,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.85,,21296072
ABHD4,63874,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.66,,21296072
ABHD5,51099,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.73,,21296072
ABI1,10006,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.78,,21296072
ABI3,51225,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.01,,21296072
ABL2,27,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.72,,21296072
ABLIM3,22885,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.7,,21296072
ABR,29,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.82,,21296072
ABRACL,58527,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.01,,21296072
ACAA2,10449,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.44,,21296072
ACACA,31,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.05,,21296072
ACAD9,28976,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.68,,21296072
ACADSB,36,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.71,,21296072
ACBD3,64746,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.78,,21296072
ACBD4,79777,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.85,,21296072
ACD,65057,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.1,,21296072
ACE,1636,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.2,,21296072
ACE2,59272,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.34,,21296072
ACER1,125981,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.24,,21296072
ACHE,43,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,2.72,,21296072
ACKR3,57007,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.59,,21296072
ACLY,47,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.29,,21296072
ACO1,48,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.45,,21296072
ACO2,50,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.49,,21296072
ACOT13,55856,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.79,,21296072
ACOT2,10965,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.48,,21296072
ACOT7,11332,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.69,,21296072
ACOX2,8309,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.66,,21296072
ACP2,53,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.78,,21296072
ACP3,55,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.76,,21296072
ACSF2,80221,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.65,,21296072
ACSL1,2180,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.26,,21296072
ACSL1A,555308,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.93,,21296072
ACSL3,2181,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.53,,21296072
ACSL4,2182,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.35,,21296072
ACSL5,51703,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.54,,21296072
ACSM3,6296,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.62,,21296072
ACTA2,59,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,2.82,,21296072
ACTN1,87,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.47,,21296072
ACTN4,81,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.66,,21296072
ACTR1A,10121,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.95,,21296072
ACTR2,10097,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.83,,21296072
ACTR3B,57180,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.06,,21296072
ACTR6,64431,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4,,21296072
ACVR2A,92,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.07,,21296072
ACVRL1,94,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.8,,21296072
ACY1,95,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.75,,21296072
ACY3,91703,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.97,,21296072
ACYP1,97,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.89,,21296072
ACYP2,98,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.89,,21296072
ADA,100,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.46,,21296072
ADA2B,559295,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,5.74,,21296072
ADAM10,102,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.7,,21296072
ADAM12,8038,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.75,,21296072
ADAM17,6868,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.58,,21296072
ADAM23,8745,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.96,,21296072
ADAM9,8754,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.75,,21296072
ADAMTS1,9510,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.39,,21296072
ADAMTS4,9507,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.76,,21296072
ADAMTSL1,92949,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.98,,21296072
ADARB1,104,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.7,,21296072
ADAT1,23536,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.18,,21296072
ADAT2,134637,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.98,,21296072
ADCY3,109,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.78,,21296072
ADD3,120,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.62,,21296072
ADGRF5,221395,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.88,,21296072
ADGRG6,57211,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.8,,21296072
ADGRL4,64123,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.96,,21296072
ADGRV1,84059,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.74,,21296072
ADH1,11522,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.6,,21296072
ADIPOQ,9370,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.03,,21296072
ADISSP,54976,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.17,,21296072
ADK,132,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.63,,21296072
ADM,133,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.28,,21296072
ADORA1,134,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.42,,21296072
ADORA3,140,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.88,,21296072
ADRM1,11047,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.68,,21296072
ADSS1,122622,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.76,,21296072
ADSS2,159,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.92,,21296072
ADTRP,84830,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.85,,21296072
AFAP1,60312,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.78,,21296072
AFF4,27125,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.71,,21296072
AFG3L2,10939,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.95,,21296072
AFMID,125061,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.9,,21296072
AFP,174,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.31,,21296072
AGA,175,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.93,,21296072
AGK,55750,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.08,,21296072
AGL,178,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.74,,21296072
AGMAT,79814,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,11.14,,21296072
AGMAT,79814,Pulmonary edema of mountaineers,MESH:C535833,,Fenfluramine,11.14,,8681646
AGO1,26523,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.94,,21296072
AGPAT1,10554,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.98,,21296072
AGPAT3,56894,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.75,,21296072
AGPS,8540,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.88,,21296072
AGR1,335309,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.93,,21296072
AGR2,10551,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.75,,21296072
AGT,183,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,2.86,,21296072
AGTPBP1,23287,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.86,,21296072
AGTR1,185,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.59,,21296072
AGTR2,186,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.65,,21296072
AGXT,189,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.74,,21296072
AGXT2,64902,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.91,,21296072
AHNAK,79026,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.49,,21296072
AHNAK2,113146,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.73,,21296072
AHR,196,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,2.65,,21296072
AHRR,57491,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.57,,21296072
AHSA1B,321945,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.73,,21296072
AHSG,197,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.64,,21296072
AIFM1,9131,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.18,,21296072
AIFM2,84883,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.66,,21296072
AIFM4,791218,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.54,,21296072
AIMP1,9255,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.79,,21296072
AIMP2,7965,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.84,,21296072
AIPL1,23746,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.34,,21296072
AJUBA,84962,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.75,,21296072
AK1,203,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.62,,21296072
AK2,204,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.69,,21296072
AK3,50808,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.64,,21296072
AK4,205,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.5,,21296072
AKAP1,8165,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.63,,21296072
AKAP13,11214,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.67,,21296072
AKAP17A,8227,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.98,,21296072
AKAP17B,338351,Pulmonary edema of mountaineers,MESH:C535833,,Acetazolamide,5.76,,32226695
AKAP7,9465,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.93,,21296072
AKAP8L,26993,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.75,,21296072
AKAP9,10142,Pulmonary edema of mountaineers,MESH:C535833,,Acetazolamide,10.16,,32226695
AKAP9,10142,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,10.16,,21296072
AKIP1,56672,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.02,,21296072
AKIRIN2,55122,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.93,,21296072
AKR1A1,10327,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.51,,21296072
AKR1B10,57016,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.3,,21296072
AKR1B7,11997,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.76,,21296072
AKR1B8,14187,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.54,,21296072
AKR1C1,1645,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.23,,21296072
AKR1C12,622402,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.2,,21296072
AKR1C14,105387,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.6,,21296072
AKR1C19,432720,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.88,,21296072
AKR1C2,1646,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.26,,21296072
AKR1C3,8644,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.2,,21296072
AKR1D1,6718,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.6,,21296072
AKR7A2,8574,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.61,,21296072
AKR7A3,22977,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.49,,21296072
AKT1,207,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,2.45,,21296072
AKT3,10000,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.6,,21296072
ALAD,210,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.35,,21296072
ALAS1,211,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.37,,21296072
ALB,213,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,2.69,,21296072
ALDH18A1,5832,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.62,,21296072
ALDH1A1,216,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.07,,21296072
ALDH1A2,8854,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.48,,21296072
ALDH1A3,220,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.44,,21296072
ALDH1A7,26358,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.63,,21296072
ALDH1B1,219,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.54,,21296072
ALDH1L1,10840,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.63,,21296072
ALDH1L2,160428,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.6,,21296072
ALDH3A1,218,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.43,,21296072
ALDH3A2,224,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.45,,21296072
ALDH3B1,221,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.69,,21296072
ALDH5A1,7915,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.63,,21296072
ALDH6A1,4329,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.51,,21296072
ALDH7A1,501,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.51,,21296072
ALDOA,226,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.3,,21296072
ALDOB,229,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.58,,21296072
ALDOC,230,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.41,,21296072
ALG13,79868,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4,,21296072
ALG2,85365,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.86,,21296072
ALG8,79053,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.98,,21296072
ALKBH5,54890,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.91,,21296072
ALPL,249,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.11,,21296072
ALS2,57679,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.76,,21296072
ALS2CL,259173,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.98,,21296072
AMACR,23600,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.68,,21296072
AMD1,262,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.72,,21296072
AMDHD1,144193,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.94,,21296072
AMFR,267,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.95,,21296072
AMMECR1,9949,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.95,,21296072
AMMECR1L,83607,Pulmonary edema of mountaineers,MESH:C535833,,Acetazolamide,5.41,,32226695
AMOTL1,154810,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.9,,21296072
AMOTL2B,559784,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.99,,21296072
AMPD3,272,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.53,,21296072
ANAPC1,64682,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.82,,21296072
ANAPC15,25906,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.15,,21296072
ANAPC2,29882,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.01,,21296072
ANG,283,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.57,,21296072
ANGPT2,285,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.62,,21296072
ANGPTL3,27329,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.76,,21296072
ANGPTL4,51129,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,8.69,,21296072
ANGPTL4,51129,Pulmonary edema of mountaineers,MESH:C535833,,Fenfluramine,8.69,,8681646
ANK2,287,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.68,,21296072
ANK3,288,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.6,,21296072
ANKHD1,54882,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.85,,21296072
ANKLE2,23141,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.06,,21296072
ANKRD1,27063,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.58,,21296072
ANKRD11,29123,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.69,,21296072
ANKRD19P,138649,Pulmonary edema of mountaineers,MESH:C535833,,Fenfluramine,6.48,,8681646
ANKRD22,118932,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.9,,21296072
ANKRD37,353322,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.64,,21296072
ANKRD50,57182,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.93,,21296072
ANKS4B,257629,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.98,,21296072
ANKZF1,55139,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4,,21296072
ANLN,54443,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.53,,21296072
ANP32A,8125,Pulmonary edema of mountaineers,MESH:C535833,,Acetazolamide,9.98,,32226695
ANP32A,8125,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,9.98,,21296072
ANPEP,290,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.48,,21296072
ANTKMT,65990,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.18,,21296072
ANTXR1,84168,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.65,,21296072
ANXA11,311,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.72,,21296072
ANXA2,302,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.31,,21296072
ANXA2P1,303,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.52,,21296072
ANXA3,306,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.42,,21296072
ANXA4,307,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.47,,21296072
ANXA5,308,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.34,,21296072
ANXA8,653145,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.8,,21296072
AOC1,26,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.69,,21296072
AOX1,316,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.39,,21296072
AOX4,71872,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.46,,21296072
AOX6,570457,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.99,,21296072
AP1S1,1174,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.71,,21296072
AP2M1,1173,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.76,,21296072
AP2S1,1175,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.91,,21296072
APAF1,317,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.22,,21296072
APBB1,322,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.94,,21296072
APBB2,323,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.79,,21296072
APC,324,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.43,,21296072
APCS,325,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.68,,21296072
APEH,327,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.74,,21296072
APEX1,328,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.37,,21296072
APEX2,27301,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.93,,21296072
APIP,51074,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.01,,21296072
APLN,8862,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.66,,21296072
APOA1,335,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.16,,21296072
APOA5,116519,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.75,,21296072
APOB,338,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.29,,21296072
APOBEC3B,9582,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.83,,21296072
APOC1,341,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.62,,21296072
APOC3,345,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.55,,21296072
APOC4,346,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.02,,21296072
APOL2,23780,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.09,,21296072
APP,351,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,2.85,,21296072
APPBP2,10513,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.98,,21296072
APPL2,55198,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.78,,21296072
APRT,353,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.7,,21296072
AQP1,358,Pulmonary edema of mountaineers,MESH:C535833,,Acetazolamide,9.24,,32226695
AQP1,358,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,9.24,,21296072
AQP3,360,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.39,,21296072
AQP5,362,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.78,,21296072
AQP8,343,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.81,,21296072
