GeneSymbol,GeneID,DiseaseName,DiseaseID,DirectEvidence,InferenceChemicalName,InferenceScore,OmimIDs,PubMedIDs
COQ2,27235,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.05,,21296072
COQ6,51004,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.06,,21296072
COQ7,10229,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.88,,21296072
COQ9,57017,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.98,,21296072
CORO1C,23603,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.73,,21296072
CORT,1325,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.07,,21296072
COTL1,23406,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.56,,21296072
COX11,1353,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.97,,21296072
COX15,1355,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.85,,21296072
COX3,4514,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.76,,21296072
COX4I1,1327,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.5,,21296072
COX5A,9377,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.7,,21296072
COX7B,1349,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.76,,21296072
CP,1356,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.2,,21296072
CPA2,1358,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.07,,21296072
CPA4,51200,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.81,,21296072
CPB2,1361,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.81,,21296072
CPEB1,64506,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.83,,21296072
CPEB4,80315,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.66,,21296072
CPM,1368,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.75,,21296072
CPNE1,8904,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.93,,21296072
CPPED1,55313,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.85,,21296072
CPS1,1373,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.56,,21296072
CPSF1,29894,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.03,,21296072
CPSF6,11052,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.83,,21296072
CPT1B,1375,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.43,,21296072
CPTP,80772,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.01,,21296072
CRACR2B,283229,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.03,,21296072
CRAT,1384,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.6,,21296072
CRB1,23418,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.19,,21296072
CRBN,51185,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.91,,21296072
CRCP,27297,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.98,,21296072
CREB1,1385,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,2.93,,21296072
CREB3,10488,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.92,,21296072
CREB3L1,90993,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.9,,21296072
CREB3L2,64764,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.78,,21296072
CREBBP,1387,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.35,,21296072
CREG1,8804,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.62,,21296072
CRELD2,79174,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.6,,21296072
CREM,1390,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.41,,21296072
CRH,1392,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.38,,21296072
CRIM1,51232,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.7,,21296072
CRIP1,1396,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.67,,21296072
CRIP2,1397,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.65,,21296072
CRKL,1399,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.83,,21296072
CROCCP2,84809,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.59,,21296072
CROT,54677,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.57,,21296072
CRP,1401,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.16,,21296072
CRY1,1407,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.54,,21296072
CRY2,1408,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.73,,21296072
CRYBA4,1413,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.11,,21296072
CRYBG1B,566781,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,5.19,,21296072
CRYBG2,55057,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.91,,21296072
CRY-DASH,402986,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.61,,21296072
CRYGD,1421,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.42,,21296072
CRYL1,51084,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.66,,21296072
CRYZ,1429,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.63,,21296072
CS,1431,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.42,,21296072
CSF1,1435,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.33,,21296072
CSGALNACT1,55790,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.83,,21296072
CSGALNACT2,55454,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.96,,21296072
CSH1,1442,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.56,,21296072
CSK,1445,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.66,,21296072
CSNK1A1,1452,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.7,,21296072
CSNK1D,1453,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.77,,21296072
CSNK2A2,1459,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.74,,21296072
CSPG5,10675,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.98,,21296072
CSRNP1,64651,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.56,,21296072
CSRP1,1465,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.49,,21296072
CSRP2,1466,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.55,,21296072
CST3,1471,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.42,,21296072
CST6,1474,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.79,,21296072
CTAGE3P,220112,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,5.74,,21296072
CTBP1,1487,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.84,,21296072
CTBP1-DT,92070,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.64,,21296072
CTBS,1486,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.85,,21296072
CTCF,10664,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.88,,21296072
CTDP1,9150,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.12,,21296072
CTDSP1,58190,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.8,,21296072
CTF1,1489,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.87,,21296072
CTH,1491,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.27,,21296072
CTNNA1,1495,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.62,,21296072
CTNNB1,1499,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,2.84,,21296072
CTNND1,1500,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.63,,21296072
CTNS,1497,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.92,,21296072
CTPS1,1503,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.57,,21296072
CTPS1A,322089,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.8,,21296072
CTR9,9646,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.03,,21296072
CTSB,1508,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.2,,21296072
CTSC,1075,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.43,,21296072
CTSD,1509,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.17,,21296072
CTSE,1510,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.8,,21296072
CTSH,1512,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.55,,21296072
CTSK,1513,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.41,,21296072
CTSL,1514,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.32,,21296072
CTSV,1515,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.98,,21296072
CTTN,2017,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.56,,21296072
CTU2,348180,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.16,,21296072
CTXN1,404217,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.98,,21296072
CUEDC2,79004,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.06,,21296072
CUL4B,8450,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.88,,21296072
CUTA,51596,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.07,,21296072
CUTC,51076,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.94,,21296072
CXCL1,2919,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,2.95,,21296072
CXCL10,3627,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.04,,21296072
CXCL11,6373,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.62,,21296072
CXCL12,6387,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.15,,21296072
CXCL14,9547,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.51,,21296072
CXCL2,2920,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3,,21296072
CXCL3,2921,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.5,,21296072
CXCL5,6374,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.39,,21296072
CXCL8,3576,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,2.52,,21296072
CXCL9,4283,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.39,,21296072
CXCR3,2833,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.78,,21296072
CXCR4,7852,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.21,,21296072
CYB5B,80777,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.65,,21296072
CYB5R1,51706,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.8,,21296072
CYB5R3,1727,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.56,,21296072
CYBA,1535,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.3,,21296072
CYBC1,79415,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.2,,21296072
CYBRD1,79901,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.86,,21296072
CYC1,1537,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.72,,21296072
CYCS,54205,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,2.89,,21296072
CYFIP1,23191,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.9,,21296072
CYFIP2,26999,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.66,,21296072
CYM,229697,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.48,,21296072
CYP11A1,1583,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.07,,21296072
CYP17A1,1586,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.01,,21296072
CYP19A1A,30390,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.98,,21296072
CYP1A1,1543,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,2.48,,21296072
CYP1A2,1544,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,2.61,,21296072
CYP1B1,1545,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,2.76,,21296072
CYP24A1,1591,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.43,,21296072
CYP2A5,13087,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.62,,21296072
CYP2A6,1548,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.29,,21296072
CYP2AD2,259306,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.89,,21296072
CYP2AD3,569245,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,5.11,,21296072
CYP2B10,13088,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.28,,21296072
CYP2B3,286953,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.18,,21296072
CYP2B9,13094,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.75,,21296072
CYP2C,100328933,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.07,,21296072
CYP2C29,13095,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.58,,21296072
CYP2D2,25053,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.13,,21296072
CYP2N13,492484,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.89,,21296072
CYP3A11,13112,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.29,,21296072
CYP3A4,1576,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,2.61,,21296072
CYP3A5,1577,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.28,,21296072
CYP4A1,50549,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.63,,21296072
CYP4B1,1580,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.53,,21296072
CYP4F17,208285,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.5,,21296072
CYP4F4,286904,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.09,,21296072
CYP4V2A,558851,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.7,,21296072
CYP51,13121,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.45,,21296072
CYP51A1,1595,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.73,,21296072
CYTH1,9267,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.95,,21296072
CYTL1,54360,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.06,,21296072
CYYR1,116159,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4,,21296072
DAB2,1601,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.49,,21296072
DAB2IP,153090,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.87,,21296072
DACT1,51339,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.72,,21296072
DAD1,1603,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.76,,21296072
DAG1,1605,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.66,,21296072
DALRD3,55152,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.09,,21296072
DAO.3,402994,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.8,,21296072
DAP,1611,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.73,,21296072
DAP3,7818,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.84,,21296072
DAPK3,1613,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.75,,21296072
DAPL1,92196,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.06,,21296072
DARS2,55157,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.94,,21296072
DAZAP2,9802,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.95,,21296072
DBF4,10926,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.68,,21296072
DBI,1622,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.53,,21296072
DBN1,1627,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.61,,21296072
DBNL,28988,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.89,,21296072
DCAF16,54876,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.61,,21296072
DCAKD,79877,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.77,,21296072
DCBLD2,131566,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.75,,21296072
DCHS1,8642,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.9,,21296072
DCN,1634,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.42,,21296072
DCP1A,55802,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.99,,21296072
DCPS,28960,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.84,,21296072
DCTD,1635,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.88,,21296072
DCTN1,1639,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.93,,21296072
DCTN4,51164,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.98,,21296072
DCTPP1,79077,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.75,,21296072
DCUN1D3,123879,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.99,,21296072
DCXR,51181,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.56,,21296072
DDAH1,23576,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.55,,21296072
DDAH2,23564,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.71,,21296072
DDB2,1643,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.63,,21296072
DDC,1644,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.39,,21296072
DDHD2,23259,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.98,,21296072
DDIT3,1649,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,2.69,,21296072
DDIT4,54541,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.19,,21296072
DDOST,1650,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.83,,21296072
DDR2,4921,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.66,,21296072
DDX11,1663,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.92,,21296072
DDX17,10521,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.57,,21296072
DDX18,8886,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.83,,21296072
DDX19A,55308,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.13,,21296072
DDX19B,11269,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.11,,21296072
DDX21,9188,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.56,,21296072
DDX3X,1654,Pulmonary edema of mountaineers,MESH:C535833,,Acetazolamide,9.91,,32226695
DDX3X,1654,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,9.91,,21296072
DDX3Y,8653,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.85,,21296072
DDX54,79039,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.89,,21296072
DDX56,54606,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.92,,21296072
DDX6,1656,Pulmonary edema of mountaineers,MESH:C535833,,Acetazolamide,5.21,,32226695
DECR1,1666,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.52,,21296072
DEDD2,162989,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.8,,21296072
DEGS1,8560,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.9,,21296072
DEGS2,123099,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.02,,21296072
DEK,7913,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.62,,21296072
DENND1B,163486,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.91,,21296072
DENND2D,79961,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.85,,21296072
DENND5A,23258,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.89,,21296072
DENND5B,160518,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.91,,21296072
DENR,8562,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.92,,21296072
DEPDC1,55635,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.75,,21296072
DERA,51071,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.85,,21296072
DESI2,51029,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.93,,21296072
DET1,55070,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4,,21296072
DGCR6,8214,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.06,,21296072
DGCR8,54487,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.85,,21296072
DGKA,1606,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.68,,21296072
DGUOK,1716,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.08,,21296072
DHCR24,1718,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.36,,21296072
DHCR7,1717,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.34,,21296072
DHFR,1719,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.37,,21296072
DHPS,1725,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4,,21296072
DHRS1,115817,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.93,,21296072
DHRS12,79758,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.29,,21296072
DHRS13L1,402945,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.59,,21296072
DHRS2,10202,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.75,,21296072
DHX33,56919,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.04,,21296072
DHX40,79665,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.06,,21296072
DHX9,1660,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.68,,21296072
DICER1,23405,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.64,,21296072
DIMT1L,445162,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.54,,21296072
DIO1,1733,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.33,,21296072
DIO2,1734,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.33,,21296072
DIP2A,23181,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.07,,21296072
DIPA,100286516,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,5.39,,21296072
DIPK1B,138311,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.06,,21296072
DIS3L,115752,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.17,,21296072
DIS3L2,129563,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.99,,21296072
DIXDC1,85458,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.84,,21296072
DKC1,1736,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.63,,21296072
DKK1,22943,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.46,,21296072
DKKL1,27120,Pulmonary edema of mountaineers,MESH:C535833,,Fenfluramine,5.83,,8681646
DLC1,10395,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.68,,21296072
DLEU2,8847,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.97,,21296072
DLG1,1739,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.59,,21296072
DLGAP4,22839,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.8,,21296072
DLGAP5,9787,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.49,,21296072
DLL3,10683,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4,,21296072
DLX3B,30585,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.8,,21296072
DMAC1,90871,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.13,,21296072
DMAC2L,27109,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.86,,21296072
DMRT1,1761,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.08,,21296072
DMRT2,10655,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.11,,21296072
DMXL1,1657,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.88,,21296072
DNAAF1,123872,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.06,,21296072
DNAH14,127602,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.4,,21296072
DNAJA1,3301,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.43,,21296072
DNAJA2,10294,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.75,,21296072
DNAJB1,3337,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.34,,21296072
DNAJB11,51726,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.63,,21296072
DNAJB12,54788,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.09,,21296072
DNAJB1B,327244,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,4.73,,21296072
DNAJB4,11080,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.42,,21296072
DNAJB6,10049,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.64,,21296072
DNAJB9,4189,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.36,,21296072
DNAJC10,54431,Pulmonary edema of mountaineers,MESH:C535833,,cobaltous chloride,3.72,,21296072
