GeneSymbol,GeneID,DiseaseName,DiseaseID,DirectEvidence,InferenceChemicalName,InferenceScore,OmimIDs,PubMedIDs
DOLK,22845,Altitude Sickness,MESH:D000532,,Dexamethasone,3.74,,10915127
DOLPP1,57171,Altitude Sickness,MESH:D000532,,Dexamethasone,3.77,,10915127
DONSON,29980,Altitude Sickness,MESH:D000532,,Dexamethasone,3.61,,10915127
DPAGT1,1798,Altitude Sickness,MESH:D000532,,Dexamethasone,3.58,,10915127
DPCD,25911,Altitude Sickness,MESH:D000532,,Dexamethasone,3.9,,10915127
DPEP1,1800,Altitude Sickness,MESH:D000532,,Dexamethasone,3.43,,10915127
DPF1,8193,Altitude Sickness,MESH:D000532,,Dexamethasone,3.62,,10915127
DPH1,1801,Altitude Sickness,MESH:D000532,,Dexamethasone,3.81,,10915127
DPH2,1802,Altitude Sickness,MESH:D000532,,Dexamethasone,3.64,,10915127
DPM2,8818,Altitude Sickness,MESH:D000532,,Dexamethasone,3.87,,10915127
DPM3,54344,Altitude Sickness,MESH:D000532,,Dexamethasone,3.58,,10915127
DPP9,91039,Altitude Sickness,MESH:D000532,,Dexamethasone,3.5,,10915127
DPPA2,151871,Altitude Sickness,MESH:D000532,,Dexamethasone,4.11,,10915127
DPT,1805,Altitude Sickness,MESH:D000532,,Dexamethasone,3.42,,10915127
DPY19L1P1,100129460,Altitude Sickness,MESH:D000532,,Dexamethasone,4.61,,10915127
DPYD,1806,Altitude Sickness,MESH:D000532,,Dexamethasone,3.08,,10915127
DPYDB,405829,Altitude Sickness,MESH:D000532,,Dexamethasone,4.37,,10915127
DPYSL3,1809,Altitude Sickness,MESH:D000532,,Dexamethasone,3.25,,10915127
DPYSL4,10570,Altitude Sickness,MESH:D000532,,Dexamethasone,3.43,,10915127
DRAM2,128338,Altitude Sickness,MESH:D000532,,Dexamethasone,3.7,,10915127
DRAP1,10589,Altitude Sickness,MESH:D000532,,Dexamethasone,3.59,,10915127
DRAXIN,374946,Altitude Sickness,MESH:D000532,,Dexamethasone,3.69,,10915127
DRC3,83450,Altitude Sickness,MESH:D000532,,Dexamethasone,3.74,,10915127
DRD1,1812,Altitude Sickness,MESH:D000532,,Dexamethasone,8.87,,10915127
DRD1,1812,Altitude Sickness,MESH:D000532,,Pentoxifylline,8.87,,3308412
DRG2,1819,Altitude Sickness,MESH:D000532,,Dexamethasone,3.81,,10915127
DROSHA,29102,Altitude Sickness,MESH:D000532,,Dexamethasone,3.47,,10915127
DSC2,1824,Altitude Sickness,MESH:D000532,,Acetazolamide,5,,1978045|2712085|6349608
DSCAML1,57453,Altitude Sickness,MESH:D000532,,Dexamethasone,3.66,,10915127
DSG2,1829,Altitude Sickness,MESH:D000532,,Dexamethasone,3.42,,10915127
DSP,1832,Altitude Sickness,MESH:D000532,,Dexamethasone,3.26,,10915127
DSPP,1834,Altitude Sickness,MESH:D000532,,Dexamethasone,3.78,,10915127
DST,667,Altitude Sickness,MESH:D000532,,Dexamethasone,3.2,,10915127
DTNA,1837,Altitude Sickness,MESH:D000532,,Dexamethasone,3.49,,10915127
DTNB,1838,Altitude Sickness,MESH:D000532,,Dexamethasone,3.53,,10915127
DTX4,23220,Altitude Sickness,MESH:D000532,,Dexamethasone,3.45,,10915127
DTYMK,1841,Altitude Sickness,MESH:D000532,,Dexamethasone,3.36,,10915127
DUB,566846,Altitude Sickness,MESH:D000532,,Dexamethasone,5.06,,10915127
DUS3L,56931,Altitude Sickness,MESH:D000532,,Dexamethasone,3.82,,10915127
DUSP1,1843,Altitude Sickness,MESH:D000532,,Dexamethasone,2.76,,10915127
DUSP11,8446,Altitude Sickness,MESH:D000532,,Dexamethasone,3.6,,10915127
DUSP15,128853,Altitude Sickness,MESH:D000532,,Dexamethasone,3.77,,10915127
DUSP19,142679,Altitude Sickness,MESH:D000532,,Dexamethasone,3.74,,10915127
DUSP2,1844,Altitude Sickness,MESH:D000532,,Dexamethasone,3.29,,10915127
DUSP23B,436735,Altitude Sickness,MESH:D000532,,Dexamethasone,4.66,,10915127
DUSP26,78986,Altitude Sickness,MESH:D000532,,Dexamethasone,3.69,,10915127
DUSP28,285193,Altitude Sickness,MESH:D000532,,Dexamethasone,3.97,,10915127
DUSP4,1846,Altitude Sickness,MESH:D000532,,Dexamethasone,3.17,,10915127
DUSP5,1847,Altitude Sickness,MESH:D000532,,Dexamethasone,3.01,,10915127
DUSP6,1848,Altitude Sickness,MESH:D000532,,Dexamethasone,2.93,,10915127
DUSP8,1850,Altitude Sickness,MESH:D000532,,Dexamethasone,3.33,,10915127
DUSP9,1852,Altitude Sickness,MESH:D000532,,Dexamethasone,3.59,,10915127
DUT,1854,Altitude Sickness,MESH:D000532,,Dexamethasone,3.24,,10915127
DVL2,1856,Altitude Sickness,MESH:D000532,,Dexamethasone,3.55,,10915127
DYNAP,284254,Altitude Sickness,MESH:D000532,,Dexamethasone,4.72,,10915127
DYNC1H1,1778,Altitude Sickness,MESH:D000532,,Dexamethasone,3.27,,10915127
DYNC1I1,1780,Altitude Sickness,MESH:D000532,,Nitroglycerin,5.03,,18800963
DYNC1I2,1781,Altitude Sickness,MESH:D000532,,Dexamethasone,3.59,,10915127
DYNC1I2A,767729,Altitude Sickness,MESH:D000532,,Dexamethasone,5.21,,10915127
DYNLL1,8655,Altitude Sickness,MESH:D000532,,Dexamethasone,3.28,,10915127
DYNLL2B,572690,Altitude Sickness,MESH:D000532,,Dexamethasone,4.72,,10915127
DYNLT3,6990,Altitude Sickness,MESH:D000532,,Dexamethasone,3.53,,10915127
DYRK1A,1859,Altitude Sickness,MESH:D000532,,Nitroglycerin,4.99,,18800963
DYRK1AB,327466,Altitude Sickness,MESH:D000532,,Dexamethasone,5.41,,10915127
DYRK2,8445,Altitude Sickness,MESH:D000532,,Dexamethasone,3.4,,10915127
DYRK4,8798,Altitude Sickness,MESH:D000532,,Dexamethasone,3.9,,10915127
DZIP3,9666,Altitude Sickness,MESH:D000532,,Dexamethasone,3.64,,10915127
E2F2,1870,Altitude Sickness,MESH:D000532,,Dexamethasone,3.25,,10915127
EAPP,55837,Altitude Sickness,MESH:D000532,,Dexamethasone,3.84,,10915127
EBAG9,9166,Altitude Sickness,MESH:D000532,,Dexamethasone,3.8,,10915127
EBF1,1879,Altitude Sickness,MESH:D000532,,Dexamethasone,3.36,,10915127
EBF1A,565310,Altitude Sickness,MESH:D000532,,Dexamethasone,4.95,,10915127
EBF2,64641,Altitude Sickness,MESH:D000532,,Dexamethasone,3.71,,10915127
EBF3,253738,Altitude Sickness,MESH:D000532,,Dexamethasone,3.56,,10915127
EBI3,10148,Altitude Sickness,MESH:D000532,,Dexamethasone,3.47,,10915127
EBLN2,55096,Altitude Sickness,MESH:D000532,,Dexamethasone,4.11,,10915127
EBNA1BP2,10969,Altitude Sickness,MESH:D000532,,Dexamethasone,3.44,,10915127
ECE1,1889,Altitude Sickness,MESH:D000532,,Dexamethasone,3.23,,10915127
ECH1,1891,Altitude Sickness,MESH:D000532,,Dexamethasone,3.1,,10915127
ECHDC1,55862,Altitude Sickness,MESH:D000532,,Dexamethasone,3.47,,10915127
ECHDC2,55268,Altitude Sickness,MESH:D000532,,Dexamethasone,3.48,,10915127
ECI2,10455,Altitude Sickness,MESH:D000532,,Dexamethasone,3.37,,10915127
ECM1B,100332249,Altitude Sickness,MESH:D000532,,Dexamethasone,5.41,,10915127
ECM2,1842,Altitude Sickness,MESH:D000532,,Dexamethasone,3.64,,10915127
ECRG4A,791762,Altitude Sickness,MESH:D000532,,Dexamethasone,4.72,,10915127
EDA,1896,Altitude Sickness,MESH:D000532,,Dexamethasone,3.75,,10915127
EDARADD,128178,Altitude Sickness,MESH:D000532,,Dexamethasone,3.73,,10915127
EDC3,80153,Altitude Sickness,MESH:D000532,,Dexamethasone,3.7,,10915127
EDEM1,9695,Altitude Sickness,MESH:D000532,,Dexamethasone,3.36,,10915127
EDEM2,55741,Altitude Sickness,MESH:D000532,,Dexamethasone,3.67,,10915127
EDEM3,80267,Altitude Sickness,MESH:D000532,,Dexamethasone,3.59,,10915127
EDN1,1906,Altitude Sickness,MESH:D000532,,Dexamethasone,7.2,,10915127
EDN1,1906,Altitude Sickness,MESH:D000532,,Nitroglycerin,7.2,,18800963
EDN2,1907,Altitude Sickness,MESH:D000532,,Dexamethasone,3.52,,10915127
EDNRA,1909,Altitude Sickness,MESH:D000532,,Dexamethasone,3.03,,10915127
EDNRB,1910,Altitude Sickness,MESH:D000532,,Dexamethasone,3.01,,10915127
EDNRBA,30442,Altitude Sickness,MESH:D000532,,Dexamethasone,5.41,,10915127
EEF1A1,1915,Altitude Sickness,MESH:D000532,,Dexamethasone,3.11,,10915127
EEF1A1P22,645693,Altitude Sickness,MESH:D000532,,Dexamethasone,4.78,,10915127
EEF1A2,1917,Altitude Sickness,MESH:D000532,,Dexamethasone,3.34,,10915127
EEF1B2,1933,Altitude Sickness,MESH:D000532,,Dexamethasone,3.39,,10915127
EEF1E1,9521,Altitude Sickness,MESH:D000532,,Dexamethasone,3.47,,10915127
EEF1G,1937,Altitude Sickness,MESH:D000532,,Dexamethasone,3.33,,10915127
EEF2,1938,Altitude Sickness,MESH:D000532,,Dexamethasone,3.08,,10915127
EEF2A.1,792182,Altitude Sickness,MESH:D000532,,Dexamethasone,5.06,,10915127
EEPD1,80820,Altitude Sickness,MESH:D000532,,Dexamethasone,3.42,,10915127
EFEMP1,2202,Altitude Sickness,MESH:D000532,,Dexamethasone,3.2,,10915127
EFHD2,79180,Altitude Sickness,MESH:D000532,,Dexamethasone,3.38,,10915127
EFNA1B,494151,Altitude Sickness,MESH:D000532,,Dexamethasone,4.95,,10915127
EFNA2A,30218,Altitude Sickness,MESH:D000532,,Dexamethasone,5.41,,10915127
EFNA5,1946,Altitude Sickness,MESH:D000532,,Dexamethasone,3.44,,10915127
EFNB1,1947,Altitude Sickness,MESH:D000532,,Dexamethasone,3.41,,10915127
EFNB3B,114378,Altitude Sickness,MESH:D000532,,Dexamethasone,5.21,,10915127
EFS,10278,Altitude Sickness,MESH:D000532,,Dexamethasone,3.65,,10915127
EFTUD2,9343,Altitude Sickness,MESH:D000532,,Dexamethasone,3.51,,10915127
EGF,1950,Altitude Sickness,MESH:D000532,,Dexamethasone,2.7,,10915127
EGFBP2,13647,Altitude Sickness,MESH:D000532,,Dexamethasone,4.72,,10915127
EGFL6,25975,Altitude Sickness,MESH:D000532,,Dexamethasone,3.56,,10915127
EGFLAM,133584,Altitude Sickness,MESH:D000532,,Dexamethasone,3.63,,10915127
EGFR,1956,Altitude Sickness,MESH:D000532,,Dexamethasone,2.48,,10915127
EGR1,1958,Altitude Sickness,MESH:D000532,,Dexamethasone,2.57,,10915127
EGR2,1959,Altitude Sickness,MESH:D000532,,Dexamethasone,3.05,,10915127
EGR3,1960,Altitude Sickness,MESH:D000532,,Dexamethasone,3.22,,10915127
EHBP1,23301,Altitude Sickness,MESH:D000532,,Dexamethasone,3.41,,10915127
EHBP1L1A,557083,Altitude Sickness,MESH:D000532,,Dexamethasone,4.86,,10915127
EHD1A,405810,Altitude Sickness,MESH:D000532,,Dexamethasone,4.72,,10915127
EHD3,30845,Altitude Sickness,MESH:D000532,,Dexamethasone,3.46,,10915127
EHHADH,1962,Altitude Sickness,MESH:D000532,,Dexamethasone,3.02,,10915127
EHMT1B,402830,Altitude Sickness,MESH:D000532,,Dexamethasone,4.56,,10915127
EI24,9538,Altitude Sickness,MESH:D000532,,Dexamethasone,3.41,,10915127
EID2,163126,Altitude Sickness,MESH:D000532,,Dexamethasone,3.68,,10915127
EID3,493861,Altitude Sickness,MESH:D000532,,Dexamethasone,3.64,,10915127
EIF1AD,84285,Altitude Sickness,MESH:D000532,,Dexamethasone,3.71,,10915127
EIF1B,10289,Altitude Sickness,MESH:D000532,,Dexamethasone,3.7,,10915127
EIF2B3,8891,Altitude Sickness,MESH:D000532,,Dexamethasone,3.56,,10915127
EIF2B5,8893,Altitude Sickness,MESH:D000532,,Dexamethasone,3.59,,10915127
EIF2S1,1965,Altitude Sickness,MESH:D000532,,Dexamethasone,2.87,,10915127
EIF3A,8661,Altitude Sickness,MESH:D000532,,Dexamethasone,3.33,,10915127
EIF3EA,325102,Altitude Sickness,MESH:D000532,,Dexamethasone,4.86,,10915127
EIF3F,8665,Altitude Sickness,MESH:D000532,,Dexamethasone,3.57,,10915127
EIF3L,51386,Altitude Sickness,MESH:D000532,,Dexamethasone,3.6,,10915127
EIF3S6IP,406402,Altitude Sickness,MESH:D000532,,Dexamethasone,4.95,,10915127
EIF4A1B,399484,Altitude Sickness,MESH:D000532,,Dexamethasone,4.56,,10915127
EIF4A2,1974,Altitude Sickness,MESH:D000532,,Dexamethasone,3.28,,10915127
EIF4E,1977,Altitude Sickness,MESH:D000532,,Dexamethasone,3.14,,10915127
EIF4E2,9470,Altitude Sickness,MESH:D000532,,Dexamethasone,3.52,,10915127
EIF4E3,317649,Altitude Sickness,MESH:D000532,,Dexamethasone,3.52,,10915127
EIF4EBP1,1978,Altitude Sickness,MESH:D000532,,Dexamethasone,2.85,,10915127
EIF4EBP2,1979,Altitude Sickness,MESH:D000532,,Dexamethasone,3.49,,10915127
EIF4ENIF1,56478,Altitude Sickness,MESH:D000532,,Dexamethasone,3.79,,10915127
EIF4G1,1981,Altitude Sickness,MESH:D000532,,Dexamethasone,3.27,,10915127
EIF4G2,1982,Altitude Sickness,MESH:D000532,,Dexamethasone,3.43,,10915127
EIF4G3,8672,Altitude Sickness,MESH:D000532,,Dexamethasone,3.54,,10915127
EIF4H,7458,Altitude Sickness,MESH:D000532,,Dexamethasone,3.52,,10915127
EIF5A,1984,Altitude Sickness,MESH:D000532,,Dexamethasone,3.24,,10915127
EIF5A2,56648,Altitude Sickness,MESH:D000532,,Dexamethasone,3.54,,10915127
EIF6,3692,Altitude Sickness,MESH:D000532,,Dexamethasone,3.36,,10915127
EK1,30311,Altitude Sickness,MESH:D000532,,Dexamethasone,4.72,,10915127
ELAC1,55520,Altitude Sickness,MESH:D000532,,Dexamethasone,3.79,,10915127
ELANE,1991,Altitude Sickness,MESH:D000532,,Dexamethasone,10.54,,10915127
ELANE,1991,Altitude Sickness,MESH:D000532,,Nitroglycerin,10.54,,18800963
ELAPOR2,222223,Altitude Sickness,MESH:D000532,,Dexamethasone,3.9,,10915127
ELAVL1,1994,Altitude Sickness,MESH:D000532,,Dexamethasone,3.29,,10915127
ELAVL3,1995,Altitude Sickness,MESH:D000532,,Dexamethasone,3.6,,10915127
ELF5,2001,Altitude Sickness,MESH:D000532,,Dexamethasone,3.61,,10915127
ELFN1,392617,Altitude Sickness,MESH:D000532,,Dexamethasone,3.68,,10915127
ELK1,2002,Altitude Sickness,MESH:D000532,,Dexamethasone,3.25,,10915127
ELK3,2004,Altitude Sickness,MESH:D000532,,Dexamethasone,3.47,,10915127
ELMO1,9844,Altitude Sickness,MESH:D000532,,Dexamethasone,3.52,,10915127
ELMO2,63916,Altitude Sickness,MESH:D000532,,Dexamethasone,3.61,,10915127
ELMOD2,255520,Altitude Sickness,MESH:D000532,,Dexamethasone,3.71,,10915127
ELMOD3,84173,Altitude Sickness,MESH:D000532,,Dexamethasone,3.71,,10915127
ELN,2006,Altitude Sickness,MESH:D000532,,Dexamethasone,9.39,,10915127
ELN,2006,Altitude Sickness,MESH:D000532,,Nitroglycerin,9.39,,18800963
ELOF1,84337,Altitude Sickness,MESH:D000532,,Dexamethasone,3.75,,10915127
ELOVL1B,406725,Altitude Sickness,MESH:D000532,,Dexamethasone,4.78,,10915127
ELOVL2,54898,Altitude Sickness,MESH:D000532,,Dexamethasone,3.29,,10915127
ELOVL3,83401,Altitude Sickness,MESH:D000532,,Dexamethasone,3.38,,10915127
ELOVL5,60481,Altitude Sickness,MESH:D000532,,Dexamethasone,3.26,,10915127
ELOVL6,79071,Altitude Sickness,MESH:D000532,,Dexamethasone,3.06,,10915127
ELOVL6L,100150288,Altitude Sickness,MESH:D000532,,Dexamethasone,4.66,,10915127
ELOVL7A,334217,Altitude Sickness,MESH:D000532,,Dexamethasone,4.66,,10915127
ELP1,8518,Altitude Sickness,MESH:D000532,,Dexamethasone,3.58,,10915127
ELP2,55250,Altitude Sickness,MESH:D000532,,Dexamethasone,3.62,,10915127
ELP4,26610,Altitude Sickness,MESH:D000532,,Dexamethasone,3.61,,10915127
EMB,133418,Altitude Sickness,MESH:D000532,,Dexamethasone,3.38,,10915127
EMC1,23065,Altitude Sickness,MESH:D000532,,Dexamethasone,3.63,,10915127
EMC3-AS1,442075,Altitude Sickness,MESH:D000532,,Dexamethasone,4.56,,10915127
EMC9,51016,Altitude Sickness,MESH:D000532,,Dexamethasone,3.67,,10915127
EMD,2010,Altitude Sickness,MESH:D000532,,Dexamethasone,3.57,,10915127
EMG1,10436,Altitude Sickness,MESH:D000532,,Dexamethasone,3.5,,10915127
EMILIN2,84034,Altitude Sickness,MESH:D000532,,Dexamethasone,3.49,,10915127
EMILIN3,90187,Altitude Sickness,MESH:D000532,,Dexamethasone,3.87,,10915127
EML4,27436,Altitude Sickness,MESH:D000532,,Dexamethasone,3.41,,10915127
EML6,400954,Altitude Sickness,MESH:D000532,,Dexamethasone,3.78,,10915127
EMP1,2012,Altitude Sickness,MESH:D000532,,Dexamethasone,3.14,,10915127
EMP2,2013,Altitude Sickness,MESH:D000532,,Dexamethasone,3.38,,10915127
EMX2,2018,Altitude Sickness,MESH:D000532,,Dexamethasone,3.49,,10915127
EMX2OS,196047,Altitude Sickness,MESH:D000532,,Dexamethasone,4.01,,10915127
EN1,2019,Altitude Sickness,MESH:D000532,,Dexamethasone,3.9,,10915127
ENC1,8507,Altitude Sickness,MESH:D000532,,Dexamethasone,3.06,,10915127
ENDOD1,23052,Altitude Sickness,MESH:D000532,,Dexamethasone,3.43,,10915127
ENDOG,2021,Altitude Sickness,MESH:D000532,,Dexamethasone,3.35,,10915127
ENDOUL,418221,Altitude Sickness,MESH:D000532,,Dexamethasone,5.76,,10915127
ENG,2022,Altitude Sickness,MESH:D000532,,Dexamethasone,3.27,,10915127
ENO1,2023,Altitude Sickness,MESH:D000532,,Dexamethasone,2.92,,10915127
ENO1A,334116,Altitude Sickness,MESH:D000532,,Dexamethasone,4.34,,10915127
ENO1B,433182,Altitude Sickness,MESH:D000532,,Dexamethasone,4.34,,10915127
ENO2,2026,Altitude Sickness,MESH:D000532,,Dexamethasone,3.04,,10915127
ENO3,2027,Altitude Sickness,MESH:D000532,,Dexamethasone,3.19,,10915127
ENOPH1,58478,Altitude Sickness,MESH:D000532,,Dexamethasone,3.69,,10915127
ENOX1,55068,Altitude Sickness,MESH:D000532,,Dexamethasone,3.71,,10915127
ENPP1,5167,Altitude Sickness,MESH:D000532,,Dexamethasone,3.22,,10915127
ENPP2,5168,Altitude Sickness,MESH:D000532,,Dexamethasone,3.08,,10915127
ENPP3,5169,Altitude Sickness,MESH:D000532,,Dexamethasone,3.41,,10915127
ENTPD1,953,Altitude Sickness,MESH:D000532,,Dexamethasone,3.43,,10915127
ENTPD4,9583,Altitude Sickness,MESH:D000532,,Dexamethasone,3.63,,10915127
ENTPD6,955,Altitude Sickness,MESH:D000532,,Dexamethasone,3.91,,10915127
ENY2,56943,Altitude Sickness,MESH:D000532,,Dexamethasone,3.62,,10915127
EOGT,285203,Altitude Sickness,MESH:D000532,,Dexamethasone,3.65,,10915127
EOMES,8320,Altitude Sickness,MESH:D000532,,Dexamethasone,3.43,,10915127
EP300,2033,Altitude Sickness,MESH:D000532,,Dexamethasone,3.05,,10915127
EP400,57634,Altitude Sickness,MESH:D000532,,Dexamethasone,3.48,,10915127
EPB41L1,2036,Altitude Sickness,MESH:D000532,,Dexamethasone,3.37,,10915127
EPB41L3,23136,Altitude Sickness,MESH:D000532,,Dexamethasone,3.31,,10915127
EPB41L3A,445478,Altitude Sickness,MESH:D000532,,Dexamethasone,5.21,,10915127
EPB41L4A,64097,Altitude Sickness,MESH:D000532,,Dexamethasone,3.55,,10915127
EPB41L4A-AS1,114915,Altitude Sickness,MESH:D000532,,Dexamethasone,3.82,,10915127
EPB41L4B,54566,Altitude Sickness,MESH:D000532,,Dexamethasone,3.5,,10915127
EPB41L5,57669,Altitude Sickness,MESH:D000532,,Dexamethasone,3.4,,10915127
EPC1,80314,Altitude Sickness,MESH:D000532,,Dexamethasone,3.59,,10915127
EPCAM,4072,Altitude Sickness,MESH:D000532,,Dexamethasone,3.09,,10915127
EPDL1,100302470,Altitude Sickness,MESH:D000532,,Dexamethasone,4.37,,10915127
EPHA2,1969,Altitude Sickness,MESH:D000532,,Dexamethasone,3.17,,10915127
EPHA4,2043,Altitude Sickness,MESH:D000532,,Dexamethasone,3.27,,10915127
EPHA4L,30687,Altitude Sickness,MESH:D000532,,Dexamethasone,4.95,,10915127
EPHA5,2044,Altitude Sickness,MESH:D000532,,Dexamethasone,3.6,,10915127
EPHA7,2045,Altitude Sickness,MESH:D000532,,Dexamethasone,3.52,,10915127
EPHA8,2046,Altitude Sickness,MESH:D000532,,Dexamethasone,3.63,,10915127
EPHB2,2048,Altitude Sickness,MESH:D000532,,Dexamethasone,3.38,,10915127
EPHB2B,554232,Altitude Sickness,MESH:D000532,,Dexamethasone,5.06,,10915127
EPHB4B,30691,Altitude Sickness,MESH:D000532,,Dexamethasone,4.72,,10915127
EPHB6,2051,Altitude Sickness,MESH:D000532,,Dexamethasone,3.5,,10915127
EPHX1,2052,Altitude Sickness,MESH:D000532,,Dexamethasone,2.73,,10915127
EPHX1L,421447,Altitude Sickness,MESH:D000532,,Dexamethasone,4.78,,10915127
EPHX2,2053,Altitude Sickness,MESH:D000532,,Dexamethasone,2.97,,10915127
EPHX5,322331,Altitude Sickness,MESH:D000532,,Dexamethasone,4.66,,10915127
EPM2A,7957,Altitude Sickness,MESH:D000532,,Dexamethasone,3.73,,10915127
EPN3A,794862,Altitude Sickness,MESH:D000532,,Dexamethasone,5.41,,10915127
EPO,2056,Altitude Sickness,MESH:D000532,,Dexamethasone,3.05,,10915127
EPPK1,83481,Altitude Sickness,MESH:D000532,,Dexamethasone,3.43,,10915127
EPRS1,2058,Altitude Sickness,MESH:D000532,,Dexamethasone,3.29,,10915127
EPS8,2059,Altitude Sickness,MESH:D000532,,Dexamethasone,3.31,,10915127
EPX,8288,Altitude Sickness,MESH:D000532,,Dexamethasone,3.65,,10915127
ERAL1,26284,Altitude Sickness,MESH:D000532,,Dexamethasone,3.84,,10915127
ERAP1,51752,Altitude Sickness,MESH:D000532,,Dexamethasone,3.42,,10915127
ERBB2,2064,Altitude Sickness,MESH:D000532,,Dexamethasone,2.89,,10915127
ERBB3,2065,Altitude Sickness,MESH:D000532,,Dexamethasone,3.1,,10915127
ERBB3A,386635,Altitude Sickness,MESH:D000532,,Dexamethasone,4.61,,10915127
ERBB4,2066,Altitude Sickness,MESH:D000532,,Dexamethasone,3.38,,10915127
ERCC4,2072,Altitude Sickness,MESH:D000532,,Dexamethasone,3.41,,10915127
ERCC6L,54821,Altitude Sickness,MESH:D000532,,Dexamethasone,3.41,,10915127
EREG,2069,Altitude Sickness,MESH:D000532,,Dexamethasone,3.07,,10915127
ERH,2079,Altitude Sickness,MESH:D000532,,Dexamethasone,3.54,,10915127
ERI3,79033,Altitude Sickness,MESH:D000532,,Dexamethasone,3.93,,10915127
ERICH2,285141,Altitude Sickness,MESH:D000532,,Dexamethasone,4.02,,10915127
ERLIN1,10613,Altitude Sickness,MESH:D000532,,Dexamethasone,3.58,,10915127
ERLIN2,11160,Altitude Sickness,MESH:D000532,,Dexamethasone,3.62,,10915127
ERMARD,55780,Altitude Sickness,MESH:D000532,,Dexamethasone,4.09,,10915127
ERMP1,79956,Altitude Sickness,MESH:D000532,,Dexamethasone,3.45,,10915127
ERN1,2081,Altitude Sickness,MESH:D000532,,Dexamethasone,2.82,,10915127
ERN2,10595,Altitude Sickness,MESH:D000532,,Dexamethasone,3.89,,10915127
ERO1A,30001,Altitude Sickness,MESH:D000532,,Dexamethasone,3.19,,10915127
ERP27,121506,Altitude Sickness,MESH:D000532,,Dexamethasone,3.55,,10915127
ERP29,10961,Altitude Sickness,MESH:D000532,,Dexamethasone,3.28,,10915127
ERRFI1,54206,Altitude Sickness,MESH:D000532,,Dexamethasone,3.09,,10915127
ERRFI1A,798009,Altitude Sickness,MESH:D000532,,Dexamethasone,4.95,,10915127
ESD,2098,Altitude Sickness,MESH:D000532,,Dexamethasone,3.29,,10915127
ESM1,11082,Altitude Sickness,MESH:D000532,,Dexamethasone,3.33,,10915127
ESPL1,9700,Altitude Sickness,MESH:D000532,,Dexamethasone,3.27,,10915127
ESR1,2099,Altitude Sickness,MESH:D000532,,Dexamethasone,2.28,,10915127
ESR2,2100,Altitude Sickness,MESH:D000532,,Dexamethasone,2.56,,10915127
ESRRA,2101,Altitude Sickness,MESH:D000532,,Dexamethasone,3.2,,10915127
ESS2,8220,Altitude Sickness,MESH:D000532,,Dexamethasone,3.78,,10915127
ESYT1,23344,Altitude Sickness,MESH:D000532,,Dexamethasone,3.48,,10915127
ESYT1B,571083,Altitude Sickness,MESH:D000532,,Dexamethasone,4.66,,10915127
ESYT2A,570012,Altitude Sickness,MESH:D000532,,Dexamethasone,5.21,,10915127
ETF1B,266989,Altitude Sickness,MESH:D000532,,Dexamethasone,4.66,,10915127
ETFA,2108,Altitude Sickness,MESH:D000532,,Dexamethasone,3.3,,10915127
ETFB,2109,Altitude Sickness,MESH:D000532,,Dexamethasone,3.32,,10915127
ETFBKMT,254013,Altitude Sickness,MESH:D000532,,Dexamethasone,3.7,,10915127
ETFDH,2110,Altitude Sickness,MESH:D000532,,Dexamethasone,3.39,,10915127
ETHE1,23474,Altitude Sickness,MESH:D000532,,Dexamethasone,3.35,,10915127
ETHE1.L,379091,Altitude Sickness,MESH:D000532,,Dexamethasone,5.06,,10915127
ETNPPL,64850,Altitude Sickness,MESH:D000532,,Dexamethasone,3.48,,10915127
ETS1,2113,Altitude Sickness,MESH:D000532,,Dexamethasone,3.15,,10915127
ETS2,2114,Altitude Sickness,MESH:D000532,,Dexamethasone,3.19,,10915127
ETV5,2119,Altitude Sickness,MESH:D000532,,Dexamethasone,3.28,,10915127
ETV5B,30452,Altitude Sickness,MESH:D000532,,Dexamethasone,4.31,,10915127
EVA1A,84141,Altitude Sickness,MESH:D000532,,Dexamethasone,3.49,,10915127
EVA1C,59271,Altitude Sickness,MESH:D000532,,Dexamethasone,3.7,,10915127
EVI2A,2123,Altitude Sickness,MESH:D000532,,Dexamethasone,3.49,,10915127
EVL,51466,Altitude Sickness,MESH:D000532,,Dexamethasone,3.42,,10915127
EVLA,58003,Altitude Sickness,MESH:D000532,,Dexamethasone,4.95,,10915127
EWSR1B,322880,Altitude Sickness,MESH:D000532,,Dexamethasone,4.61,,10915127
EXD3,54932,Altitude Sickness,MESH:D000532,,Dexamethasone,4.01,,10915127
EXFABP,396393,Altitude Sickness,MESH:D000532,,Dexamethasone,5.76,,10915127
EXOC2,55770,Altitude Sickness,MESH:D000532,,Dexamethasone,3.59,,10915127
EXOC3,11336,Altitude Sickness,MESH:D000532,,Dexamethasone,3.52,,10915127
EXOC3L4,91828,Altitude Sickness,MESH:D000532,,Dexamethasone,3.73,,10915127
EXOC6,54536,Altitude Sickness,MESH:D000532,,Dexamethasone,3.59,,10915127
EXOC7,23265,Altitude Sickness,MESH:D000532,,Dexamethasone,3.66,,10915127
EXOC8,149371,Altitude Sickness,MESH:D000532,,Dexamethasone,3.68,,10915127
EXOSC10,5394,Altitude Sickness,MESH:D000532,,Dexamethasone,3.73,,10915127
EXOSC3,51010,Altitude Sickness,MESH:D000532,,Dexamethasone,3.68,,10915127
EXT2,2132,Altitude Sickness,MESH:D000532,,Dexamethasone,3.74,,10915127
